"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Births	Average Birth Weight	Average LMP Gestational Age	Average OE Gestational Age
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"2017"	"2017"	104	2079.875	34.663	34.625
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"2018"	"2018"	105	1963.457	34.010	33.743
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"2019"	"2019"	122	2068.238	34.705	34.557
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"2020"	"2020"	91	2007.967	34.678	34.456
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"2021"	"2021"	93	1929.409	33.796	33.226
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2014"	"2014"	454	1967.137	33.903	33.637
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2015"	"2015"	448	1981.629	34.062	34.058
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2016"	"2016"	425	2008.398	34.311	34.094
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2017"	"2017"	439	2018.820	34.344	34.098
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2018"	"2018"	436	2072.005	34.388	34.328
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2019"	"2019"	407	2001.206	33.971	33.803
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2020"	"2020"	369	2014.100	34.016	33.986
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"2021"	"2021"	401	1985.599	34.075	33.908
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	1592	2012.786	34.344	34.177
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	1501	2011.366	34.575	34.342
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2012"	"2012"	1471	2009.814	34.520	34.254
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2013"	"2013"	1495	2025.852	34.591	34.342
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2014"	"2014"	1623	1995.397	34.484	34.187
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2015"	"2015"	1712	2027.610	34.933	34.520
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2016"	"2016"	1697	2021.543	34.794	34.455
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2017"	"2017"	1798	2011.066	34.754	34.294
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2018"	"2018"	1607	2036.057	34.910	34.473
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2019"	"2019"	1601	2046.876	35.037	34.528
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2020"	"2020"	1541	2043.311	34.947	34.491
	"Nevada"	"32"	"Clark County, NV"	"32003"	"2021"	"2021"	1697	2033.751	34.967	34.441
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2010"	"2010"	314	1982.067	34.545	33.869
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2011"	"2011"	298	2038.403	35.235	34.621
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2012"	"2012"	256	1986.738	34.707	34.086
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2013"	"2013"	261	2005.134	34.513	34.157
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2014"	"2014"	251	1953.247	34.024	33.665
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2015"	"2015"	292	2033.798	34.448	34.131
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2016"	"2016"	283	2077.413	35.456	34.898
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2017"	"2017"	266	1986.203	34.320	33.996
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2018"	"2018"	280	2011.639	34.718	34.429
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2019"	"2019"	256	1968.445	34.570	34.113
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2020"	"2020"	230	1987.130	34.343	34.043
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"2021"	"2021"	278	1987.680	34.467	34.105
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2010"	"2010"	206	2045.481	34.595	34.373
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2011"	"2011"	170	2036.812	35.171	34.482
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2012"	"2012"	174	2049.057	35.103	34.517
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2013"	"2013"	175	1969.274	34.383	34.263
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2014"	"2014"	187	1961.963	34.417	34.021
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2015"	"2015"	176	2101.523	35.244	35.034
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2016"	"2016"	169	2046.805	34.953	34.308
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2017"	"2017"	181	2096.414	35.602	35.044
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2018"	"2018"	193	2048.513	34.793	34.404
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2019"	"2019"	185	2042.330	35.070	34.486
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2020"	"2020"	174	1978.638	34.638	34.103
	"Nevada"	"32"	"Unidentified Counties, NV"	"32999"	"2021"	"2021"	156	2069.769	34.955	34.532
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2007"	"2007"	152	2033.829	34.411	34.136
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2008"	"2008"	174	2041.115	34.486	34.435
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2009"	"2009"	179	2090.732	34.916	34.568
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2010"	"2010"	164	2015.939	34.787	34.420
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2011"	"2011"	204	2019.534	34.767	34.342
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2012"	"2012"	187	2003.118	34.422	34.214
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2013"	"2013"	152	2020.566	34.184	33.888
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2014"	"2014"	172	2011.826	34.436	33.988
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2015"	"2015"	163	1973.877	34.018	33.804
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2016"	"2016"	147	2051.844	34.945	34.658
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2017"	"2017"	155	1965.426	34.182	33.792
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2018"	"2018"	144	1988.785	34.194	33.979
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2019"	"2019"	159	2052.151	34.755	34.384
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2020"	"2020"	167	1919.587	33.533	33.228
	"New Hampshire"	"33"	"Hillsborough County, NH"	"33011"	"2021"	"2021"	151	2074.715	34.921	34.623
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2007"	"2007"	36	2001.056	34.250	33.886
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2008"	"2008"	48	1909.604	33.708	33.312
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2009"	"2009"	52	1985.769	33.577	33.250
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2010"	"2010"	57	2034.719	34.474	34.304
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2011"	"2011"	52	1847.462	33.615	33.423
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2012"	"2012"	52	2096.712	35.173	34.846
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2013"	"2013"	44	1949.773	33.727	33.568
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2014"	"2014"	48	2075.167	35.146	34.771
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2015"	"2015"	53	2175.453	36.057	35.358
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2016"	"2016"	35	1963.714	34.086	33.600
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2017"	"2017"	39	2066.846	33.974	33.949
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2018"	"2018"	46	2038.848	35.478	35.348
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2019"	"2019"	41	2108.585	35.220	34.610
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2020"	"2020"	45	2010.511	34.644	34.444
	"New Hampshire"	"33"	"Merrimack County, NH"	"33013"	"2021"	"2021"	52	2063.385	35.365	34.846
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2007"	"2007"	71	2126.423	35.366	34.900
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2008"	"2008"	63	2127.444	35.556	35.048
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2009"	"2009"	76	2054.579	34.566	34.573
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2010"	"2010"	61	2043.000	34.492	34.066
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2011"	"2011"	99	2066.657	34.404	34.343
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2012"	"2012"	122	1982.262	33.926	33.877
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2013"	"2013"	100	1984.970	34.410	33.900
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2014"	"2014"	103	1908.068	33.573	33.515
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2015"	"2015"	114	2087.096	35.035	34.439
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2016"	"2016"	99	1984.394	34.414	34.152
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2017"	"2017"	95	2070.442	34.853	34.379
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2018"	"2018"	123	1961.732	34.211	34.098
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2019"	"2019"	106	2100.840	35.283	34.783
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2020"	"2020"	101	2083.901	34.663	34.505
	"New Hampshire"	"33"	"Rockingham County, NH"	"33015"	"2021"	"2021"	129	2069.930	35.163	34.860
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2007"	"2007"	41	2021.537	34.415	33.976
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2008"	"2008"	21	2197.048	34.714	34.762
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2009"	"2009"	30	2020.333	35.267	34.679
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2010"	"2010"	27	1918.704	33.704	33.296
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2011"	"2011"	37	2110.054	35.216	34.865
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2012"	"2012"	20	2157.200	35.850	35.750
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2013"	"2013"	38	2141.474	35.342	35.079
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2014"	"2014"	38	2083.289	34.632	34.184
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2015"	"2015"	33	1995.061	34.394	34.061
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2016"	"2016"	36	1863.278	33.250	33.111
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2017"	"2017"	41	2046.488	35.390	35.268
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2018"	"2018"	28	1983.643	35.429	34.321
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2019"	"2019"	35	2067.571	35.314	34.943
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2020"	"2020"	38	2127.342	35.895	35.263
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2021"	"2021"	46	1880.674	33.326	33.326
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2007"	"2007"	89	1970.899	33.843	33.614
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2008"	"2008"	93	2014.505	34.387	34.269
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2009"	"2009"	99	2050.182	35.202	34.612
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2010"	"2010"	84	2030.595	34.690	34.476
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2011"	"2011"	102	2067.245	34.941	34.500
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2012"	"2012"	96	2069.115	34.479	34.375
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2013"	"2013"	102	1954.471	33.824	33.676
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2014"	"2014"	90	2089.011	35.367	34.656
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2015"	"2015"	89	2091.270	35.000	34.753
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2016"	"2016"	79	2026.709	34.266	34.038
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2017"	"2017"	68	2095.500	35.318	35.015
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2018"	"2018"	89	2000.236	33.820	33.955
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2019"	"2019"	72	2084.972	35.417	34.875
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2020"	"2020"	77	2031.688	34.909	34.558
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2021"	"2021"	101	2010.861	34.881	34.644
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2016"	"2016"	135	1862.244	33.570	33.400
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2017"	"2017"	153	1944.163	33.993	33.654
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2018"	"2018"	135	1884.696	33.578	33.444
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2019"	"2019"	131	2004.282	34.565	34.031
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2020"	"2020"	116	1969.129	34.862	34.172
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2021"	"2021"	124	1998.427	34.734	34.331
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2016"	"2016"	541	2063.148	34.959	34.610
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2017"	"2017"	510	2069.761	35.049	34.747
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2018"	"2018"	482	2042.950	34.929	34.608
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2019"	"2019"	455	2041.512	34.732	34.593
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2020"	"2020"	383	2041.000	34.650	34.413
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2021"	"2021"	445	2025.744	34.667	34.443
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2016"	"2016"	218	1934.624	33.950	33.537
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2017"	"2017"	228	1905.732	33.956	33.539
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2018"	"2018"	218	1914.647	34.106	33.661
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2019"	"2019"	212	2041.632	34.896	34.491
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2020"	"2020"	203	1987.862	34.243	33.832
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2021"	"2021"	226	1966.765	34.035	33.973
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2016"	"2016"	377	1927.390	34.210	33.758
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2017"	"2017"	380	1934.432	34.129	33.845
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2018"	"2018"	332	1973.000	34.560	34.253
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2019"	"2019"	326	1917.632	34.000	33.893
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2020"	"2020"	339	1972.475	34.233	34.218
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2021"	"2021"	342	1993.596	34.553	34.114
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2016"	"2016"	109	1866.138	33.578	33.450
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2017"	"2017"	96	1945.521	33.979	33.885
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2018"	"2018"	81	1942.481	34.000	34.086
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2019"	"2019"	79	1987.089	33.797	33.911
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2020"	"2020"	90	2075.844	34.978	34.556
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2021"	"2021"	88	1946.682	34.193	33.693
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2016"	"2016"	678	1942.068	34.037	33.804
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2017"	"2017"	642	1938.650	34.006	33.881
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2018"	"2018"	704	1893.345	33.686	33.568
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2019"	"2019"	610	1943.454	33.916	33.749
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2020"	"2020"	575	1970.000	34.483	34.184
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2021"	"2021"	599	1994.371	34.664	34.189
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2016"	"2016"	133	1959.060	33.985	33.729
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2017"	"2017"	145	1901.007	33.779	33.462
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2018"	"2018"	121	1947.231	33.587	33.719
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2019"	"2019"	168	1988.232	34.083	33.946
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2020"	"2020"	120	1996.092	33.942	33.900
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2021"	"2021"	123	1956.276	34.959	34.439
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2016"	"2016"	592	2065.595	35.132	34.827
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2017"	"2017"	616	2011.245	34.718	34.519
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2018"	"2018"	641	2022.986	34.727	34.434
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2019"	"2019"	606	2028.246	34.734	34.560
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2020"	"2020"	515	2019.456	34.765	34.517
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2021"	"2021"	540	2082.672	34.972	34.857
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2016"	"2016"	30	2003.333	34.567	34.567
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2017"	"2017"	32	1936.656	33.875	33.625
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2018"	"2018"	32	1889.125	33.812	33.594
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2019"	"2019"	50	1926.280	33.100	33.260
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2020"	"2020"	37	2269.811	35.892	35.649
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2021"	"2021"	48	2058.188	34.729	34.500
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2016"	"2016"	216	1908.333	34.014	33.792
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2017"	"2017"	215	1963.288	34.442	34.251
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2018"	"2018"	199	1929.950	34.126	33.864
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2019"	"2019"	203	2035.862	34.882	34.660
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2020"	"2020"	204	2012.858	34.701	34.407
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2021"	"2021"	199	1948.879	34.025	33.884
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2016"	"2016"	493	2057.923	35.065	34.791
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2017"	"2017"	490	2028.837	35.024	34.743
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2018"	"2018"	451	2021.020	34.909	34.630
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2019"	"2019"	455	2002.290	34.798	34.541
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2020"	"2020"	394	2048.995	35.155	34.794
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2021"	"2021"	434	2067.339	35.290	35.092
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2016"	"2016"	340	2004.088	34.579	34.094
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2017"	"2017"	330	1982.727	34.412	33.973
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2018"	"2018"	310	2002.832	34.658	34.187
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2019"	"2019"	266	2047.970	35.120	34.677
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2020"	"2020"	298	2002.530	35.094	34.460
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2021"	"2021"	255	2039.776	34.647	34.635
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2016"	"2016"	206	1987.374	34.306	34.141
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2017"	"2017"	189	2017.249	34.556	34.291
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2018"	"2018"	164	2039.128	34.549	34.640
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2019"	"2019"	178	2022.489	34.624	34.292
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2020"	"2020"	187	2050.144	35.155	34.578
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2021"	"2021"	209	2056.627	35.043	34.703
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2016"	"2016"	413	2027.579	35.294	34.566
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2017"	"2017"	397	2072.952	35.511	34.819
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2018"	"2018"	373	2031.381	35.064	34.464
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2019"	"2019"	379	2059.631	35.187	34.760
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2020"	"2020"	422	2062.009	35.059	34.891
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2021"	"2021"	477	2073.736	35.273	34.899
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2016"	"2016"	408	2021.564	34.681	34.275
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2017"	"2017"	406	2018.493	34.421	34.315
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2018"	"2018"	376	1983.976	34.516	34.277
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2019"	"2019"	404	2019.200	34.438	34.287
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2020"	"2020"	409	2034.188	34.623	34.399
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2021"	"2021"	346	2025.870	34.295	34.191
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2016"	"2016"	154	1999.935	34.578	34.292
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2017"	"2017"	140	1889.850	33.957	33.786
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2018"	"2018"	168	1971.732	34.363	34.292
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2019"	"2019"	126	1985.206	34.563	34.524
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2020"	"2020"	132	2062.326	35.402	34.568
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2021"	"2021"	125	2061.528	35.176	34.840
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2016"	"2016"	38	2082.263	34.684	34.553
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2017"	"2017"	41	1998.756	34.463	34.073
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2018"	"2018"	41	2209.512	35.634	35.341
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2019"	"2019"	35	1896.486	33.286	33.343
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2020"	"2020"	33	2002.212	34.152	34.303
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2021"	"2021"	57	1884.123	33.895	33.509
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2016"	"2016"	354	1971.983	34.221	34.125
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2017"	"2017"	308	1999.240	34.373	34.367
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2018"	"2018"	339	1930.003	34.053	33.876
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2019"	"2019"	324	1970.978	34.216	33.966
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2020"	"2020"	303	1988.271	34.132	33.848
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2021"	"2021"	311	1991.559	34.350	34.215
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2016"	"2016"	54	1876.000	33.611	33.370
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2017"	"2017"	49	2147.163	35.041	34.959
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2018"	"2018"	38	1966.868	34.132	34.105
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2019"	"2019"	47	2097.979	34.936	34.702
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2020"	"2020"	45	2013.400	34.444	34.600
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2021"	"2021"	51	2103.824	35.176	34.549
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2016"	"2016"	56	2039.750	34.786	34.429
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2017"	"2017"	57	2007.632	34.667	34.246
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2018"	"2018"	58	1999.207	34.914	34.448
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2019"	"2019"	70	1953.143	34.290	34.203
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2020"	"2020"	56	1950.768	34.071	33.911
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2021"	"2021"	63	1862.952	33.889	33.349
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2008"	"2008"	624	2026.093	34.945	34.522
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2009"	"2009"	566	2003.284	34.691	34.521
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2010"	"2010"	577	2074.671	35.277	34.983
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2011"	"2011"	611	2011.992	34.859	34.570
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2012"	"2012"	616	2043.930	35.130	34.765
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2013"	"2013"	533	2002.981	34.861	34.444
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2014"	"2014"	465	2005.974	34.777	34.601
